Initial Position (q),Initial Velocity (v),Costs
2.356194490192345,2.0,2.356194490192345
2.356194490192345,2.0,2.356194490192345
2.356194490192345,2.0,2.356194490192345
2.356194490192345,2.0,2.356194490192345
2.356194490192345,2.0,2.356194490192345
2.356194490192345,2.0,2.356194490192345
2.356194490192345,2.0,2.356194490192345
2.356194490192345,2.0,2.356194490192345
2.356194490192345,2.0,2.356194490192345
2.356194490192345,2.0,2.356194490192345
2.356194490192345,2.0,2.4347343065320897
2.356194490192345,2.0,2.4347343065320897
2.356194490192345,2.0,2.4347343065320897
2.356194490192345,2.0,2.4347343065320897
2.356194490192345,2.0,2.4347343065320897
2.356194490192345,2.0,2.4347343065320897
2.356194490192345,2.0,2.4347343065320897
2.356194490192345,2.0,2.4347343065320897
2.356194490192345,2.0,2.4347343065320897
2.356194490192345,2.0,2.4347343065320897
2.356194490192345,2.0,2.5132741228718345
2.356194490192345,2.0,2.5132741228718345
2.356194490192345,2.0,2.5132741228718345
2.356194490192345,2.0,2.5132741228718345
2.356194490192345,2.0,2.5132741228718345
2.356194490192345,2.0,2.5132741228718345
2.356194490192345,2.0,2.5132741228718345
2.356194490192345,2.0,2.5132741228718345
2.356194490192345,2.0,2.5132741228718345
2.356194490192345,2.0,2.5132741228718345
2.356194490192345,2.0,2.5132741228718345
2.356194490192345,2.0,2.5918139392115793
2.356194490192345,2.0,2.5918139392115793
2.356194490192345,2.0,2.5918139392115793
2.356194490192345,2.0,2.5918139392115793
2.356194490192345,2.0,2.5918139392115793
2.356194490192345,2.0,2.5918139392115793
2.356194490192345,2.0,2.5918139392115793
2.356194490192345,2.0,2.5918139392115793
2.356194490192345,2.0,2.5918139392115793
2.356194490192345,2.0,2.5918139392115793
2.356194490192345,2.0,2.5918139392115793
2.356194490192345,2.0,2.670353755551324
2.356194490192345,2.0,2.670353755551324
2.356194490192345,2.0,2.670353755551324
2.356194490192345,2.0,2.670353755551324
2.356194490192345,2.0,2.670353755551324
2.356194490192345,2.0,2.670353755551324
2.356194490192345,2.0,2.670353755551324
2.356194490192345,2.0,2.670353755551324
2.356194490192345,2.0,2.670353755551324
2.356194490192345,2.0,2.670353755551324
2.356194490192345,2.0,2.670353755551324
2.356194490192345,2.0,2.748893571891069
2.356194490192345,2.0,2.748893571891069
2.356194490192345,2.0,2.748893571891069
2.356194490192345,2.0,2.748893571891069
2.356194490192345,2.0,2.748893571891069
2.356194490192345,2.0,2.748893571891069
2.356194490192345,2.0,2.748893571891069
2.356194490192345,2.0,2.748893571891069
2.356194490192345,2.0,2.748893571891069
2.356194490192345,2.0,2.748893571891069
2.356194490192345,2.0,2.748893571891069
2.356194490192345,2.0,2.827433388230814
2.356194490192345,2.0,2.827433388230814
2.356194490192345,2.0,2.827433388230814
2.356194490192345,2.0,2.827433388230814
2.356194490192345,2.0,2.827433388230814
2.356194490192345,2.0,2.827433388230814
2.356194490192345,2.0,2.827433388230814
2.356194490192345,2.0,2.827433388230814
2.356194490192345,2.0,2.827433388230814
2.356194490192345,2.0,2.827433388230814
2.356194490192345,2.0,2.827433388230814
2.356194490192345,2.0,2.9059732045705586
2.356194490192345,2.0,2.9059732045705586
2.356194490192345,2.0,2.9059732045705586
2.356194490192345,2.0,2.9059732045705586
2.356194490192345,2.0,2.9059732045705586
2.356194490192345,2.0,2.9059732045705586
2.356194490192345,2.0,2.9059732045705586
2.356194490192345,2.0,2.9059732045705586
2.356194490192345,2.0,2.9059732045705586
2.356194490192345,2.0,2.9059732045705586
2.356194490192345,2.0,2.9059732045705586
2.356194490192345,2.0,2.9845130209103035
2.356194490192345,2.0,2.9845130209103035
2.356194490192345,2.0,2.9845130209103035
2.356194490192345,2.0,2.9845130209103035
2.356194490192345,2.0,2.9845130209103035
2.356194490192345,2.0,2.9845130209103035
2.356194490192345,2.0,2.9845130209103035
2.356194490192345,2.0,2.9845130209103035
2.356194490192345,2.0,2.9845130209103035
2.356194490192345,2.0,2.9845130209103035
2.356194490192345,2.0,2.9845130209103035
2.356194490192345,2.0,3.0630528372500483
2.356194490192345,2.0,3.0630528372500483
2.356194490192345,2.0,3.0630528372500483
2.356194490192345,2.0,3.0630528372500483
2.356194490192345,2.0,3.0630528372500483
2.356194490192345,2.0,3.0630528372500483
2.356194490192345,2.0,3.0630528372500483
2.356194490192345,2.0,3.0630528372500483
2.356194490192345,2.0,3.0630528372500483
2.356194490192345,2.0,3.0630528372500483
2.356194490192345,2.0,3.0630528372500483
2.356194490192345,2.0,3.141592653589793
2.356194490192345,2.0,3.141592653589793
2.356194490192345,2.0,3.141592653589793
2.356194490192345,2.0,3.141592653589793
2.356194490192345,2.0,3.141592653589793
2.356194490192345,2.0,3.141592653589793
2.356194490192345,2.0,3.141592653589793
2.356194490192345,2.0,3.141592653589793
2.356194490192345,2.0,3.141592653589793
2.356194490192345,2.0,3.141592653589793
2.356194490192345,2.0,3.220132469929538
2.356194490192345,2.0,3.220132469929538
2.356194490192345,2.0,3.220132469929538
2.356194490192345,2.0,3.220132469929538
2.356194490192345,2.0,3.220132469929538
2.356194490192345,2.0,3.220132469929538
2.356194490192345,2.0,3.220132469929538
2.356194490192345,2.0,3.220132469929538
2.356194490192345,2.0,3.220132469929538
2.356194490192345,2.0,3.2986722862692828
2.356194490192345,2.0,3.2986722862692828
2.356194490192345,2.0,3.2986722862692828
2.356194490192345,2.0,3.2986722862692828
2.356194490192345,2.0,3.2986722862692828
2.356194490192345,2.0,3.2986722862692828
2.356194490192345,2.0,3.2986722862692828
2.356194490192345,2.0,3.2986722862692828
2.356194490192345,2.0,3.2986722862692828
2.356194490192345,2.0,3.3772121026090276
2.356194490192345,2.0,3.3772121026090276
2.356194490192345,2.0,3.3772121026090276
2.356194490192345,2.0,3.3772121026090276
2.356194490192345,2.0,3.3772121026090276
2.356194490192345,2.0,3.3772121026090276
2.356194490192345,2.0,3.3772121026090276
2.356194490192345,2.0,3.3772121026090276
2.356194490192345,2.0,3.3772121026090276
2.356194490192345,2.0,3.4557519189487724
2.356194490192345,2.0,3.4557519189487724
2.356194490192345,2.0,3.4557519189487724
2.356194490192345,2.0,3.4557519189487724
2.356194490192345,2.0,3.4557519189487724
2.356194490192345,2.0,3.4557519189487724
2.356194490192345,2.0,3.4557519189487724
2.356194490192345,2.0,3.4557519189487724
2.356194490192345,2.0,3.4557519189487724
2.356194490192345,2.0,3.5342917352885173
2.356194490192345,2.0,3.5342917352885173
2.356194490192345,2.0,3.5342917352885173
2.356194490192345,2.0,3.5342917352885173
2.356194490192345,2.0,3.5342917352885173
2.356194490192345,2.0,3.5342917352885173
2.356194490192345,2.0,3.5342917352885173
2.356194490192345,2.0,3.5342917352885173
2.356194490192345,2.0,3.5342917352885173
2.356194490192345,2.0,3.612831551628262
2.356194490192345,2.0,3.612831551628262
2.356194490192345,2.0,3.612831551628262
2.356194490192345,2.0,3.612831551628262
2.356194490192345,2.0,3.612831551628262
2.356194490192345,2.0,3.612831551628262
2.356194490192345,2.0,3.612831551628262
2.356194490192345,2.0,3.612831551628262
2.356194490192345,2.0,3.612831551628262
2.356194490192345,2.0,3.691371367968007
2.356194490192345,2.0,3.691371367968007
2.356194490192345,2.0,3.691371367968007
2.356194490192345,2.0,3.691371367968007
2.356194490192345,2.0,3.691371367968007
2.356194490192345,2.0,3.691371367968007
2.356194490192345,2.0,3.691371367968007
2.356194490192345,2.0,3.691371367968007
2.356194490192345,2.0,3.7699111843077517
2.356194490192345,2.0,3.7699111843077517
2.356194490192345,2.0,3.7699111843077517
2.356194490192345,2.0,3.7699111843077517
2.356194490192345,2.0,3.7699111843077517
2.356194490192345,2.0,3.7699111843077517
2.356194490192345,2.0,3.7699111843077517
2.356194490192345,2.0,3.7699111843077517
2.356194490192345,2.0,3.8484510006474966
2.356194490192345,2.0,3.8484510006474966
2.356194490192345,2.0,3.8484510006474966
2.356194490192345,2.0,3.8484510006474966
2.356194490192345,2.0,3.8484510006474966
2.356194490192345,2.0,3.8484510006474966
2.356194490192345,2.0,3.8484510006474966
2.356194490192345,2.0,3.8484510006474966
2.356194490192345,2.0,3.9269908169872414
2.356194490192345,2.0,3.9269908169872414
2.356194490192345,2.0,3.9269908169872414
2.356194490192345,2.0,3.9269908169872414
2.356194490192345,2.0,3.9269908169872414
2.356194490192345,2.0,3.9269908169872414
2.356194490192345,2.0,3.9269908169872414
3.141592653589793,-2.0,2.356194490192345
3.141592653589793,-2.0,2.356194490192345
3.141592653589793,-2.0,2.356194490192345
3.141592653589793,-2.0,2.4347343065320897
3.141592653589793,-2.0,2.4347343065320897
3.141592653589793,-2.0,2.4347343065320897
3.141592653589793,-2.0,2.4347343065320897
3.141592653589793,-2.0,2.5132741228718345
3.141592653589793,-2.0,2.5132741228718345
3.141592653589793,-2.0,2.5132741228718345
3.141592653589793,-2.0,2.5132741228718345
3.141592653589793,-2.0,2.5132741228718345
3.141592653589793,-2.0,2.5918139392115793
3.141592653589793,-2.0,2.5918139392115793
3.141592653589793,-2.0,2.5918139392115793
3.141592653589793,-2.0,2.5918139392115793
3.141592653589793,-2.0,2.5918139392115793
3.141592653589793,-2.0,2.670353755551324
3.141592653589793,-2.0,2.670353755551324
3.141592653589793,-2.0,2.670353755551324
3.141592653589793,-2.0,2.670353755551324
3.141592653589793,-2.0,2.670353755551324
3.141592653589793,-2.0,2.670353755551324
3.141592653589793,-2.0,2.748893571891069
3.141592653589793,-2.0,2.748893571891069
3.141592653589793,-2.0,2.748893571891069
3.141592653589793,-2.0,2.748893571891069
3.141592653589793,-2.0,2.748893571891069
3.141592653589793,-2.0,2.748893571891069
3.141592653589793,-2.0,2.827433388230814
3.141592653589793,-2.0,2.827433388230814
3.141592653589793,-2.0,2.827433388230814
3.141592653589793,-2.0,2.827433388230814
3.141592653589793,-2.0,2.827433388230814
3.141592653589793,-2.0,2.827433388230814
3.141592653589793,-2.0,2.827433388230814
3.141592653589793,-2.0,2.9059732045705586
3.141592653589793,-2.0,2.9059732045705586
3.141592653589793,-2.0,2.9059732045705586
3.141592653589793,-2.0,2.9059732045705586
3.141592653589793,-2.0,2.9059732045705586
3.141592653589793,-2.0,2.9059732045705586
3.141592653589793,-2.0,2.9059732045705586
3.141592653589793,-2.0,2.9059732045705586
3.141592653589793,-2.0,2.9845130209103035
3.141592653589793,-2.0,2.9845130209103035
3.141592653589793,-2.0,2.9845130209103035
3.141592653589793,-2.0,2.9845130209103035
3.141592653589793,-2.0,2.9845130209103035
3.141592653589793,-2.0,2.9845130209103035
3.141592653589793,-2.0,2.9845130209103035
3.141592653589793,-2.0,2.9845130209103035
3.141592653589793,-2.0,3.0630528372500483
3.141592653589793,-2.0,3.0630528372500483
3.141592653589793,-2.0,3.0630528372500483
3.141592653589793,-2.0,3.0630528372500483
3.141592653589793,-2.0,3.0630528372500483
3.141592653589793,-2.0,3.0630528372500483
3.141592653589793,-2.0,3.0630528372500483
3.141592653589793,-2.0,3.0630528372500483
3.141592653589793,-2.0,3.0630528372500483
3.141592653589793,-2.0,3.141592653589793
3.141592653589793,-2.0,3.141592653589793
3.141592653589793,-2.0,3.141592653589793
3.141592653589793,-2.0,3.141592653589793
3.141592653589793,-2.0,3.141592653589793
3.141592653589793,-2.0,3.141592653589793
3.141592653589793,-2.0,3.141592653589793
3.141592653589793,-2.0,3.141592653589793
3.141592653589793,-2.0,3.141592653589793
3.141592653589793,-2.0,3.220132469929538
3.141592653589793,-2.0,3.220132469929538
3.141592653589793,-2.0,3.220132469929538
3.141592653589793,-2.0,3.220132469929538
3.141592653589793,-2.0,3.220132469929538
3.141592653589793,-2.0,3.220132469929538
3.141592653589793,-2.0,3.220132469929538
3.141592653589793,-2.0,3.220132469929538
3.141592653589793,-2.0,3.220132469929538
3.141592653589793,-2.0,3.2986722862692828
3.141592653589793,-2.0,3.2986722862692828
3.141592653589793,-2.0,3.2986722862692828
3.141592653589793,-2.0,3.2986722862692828
3.141592653589793,-2.0,3.2986722862692828
3.141592653589793,-2.0,3.2986722862692828
3.141592653589793,-2.0,3.2986722862692828
3.141592653589793,-2.0,3.2986722862692828
3.141592653589793,-2.0,3.2986722862692828
3.141592653589793,-2.0,3.3772121026090276
3.141592653589793,-2.0,3.3772121026090276
3.141592653589793,-2.0,3.3772121026090276
3.141592653589793,-2.0,3.3772121026090276
3.141592653589793,-2.0,3.3772121026090276
3.141592653589793,-2.0,3.3772121026090276
3.141592653589793,-2.0,3.3772121026090276
3.141592653589793,-2.0,3.3772121026090276
3.141592653589793,-2.0,3.4557519189487724
3.141592653589793,-2.0,3.4557519189487724
3.141592653589793,-2.0,3.4557519189487724
3.141592653589793,-2.0,3.4557519189487724
3.141592653589793,-2.0,3.4557519189487724
3.141592653589793,-2.0,3.4557519189487724
3.141592653589793,-2.0,3.4557519189487724
3.141592653589793,-2.0,3.5342917352885173
3.141592653589793,-2.0,3.5342917352885173
3.141592653589793,-2.0,3.5342917352885173
3.141592653589793,-2.0,3.5342917352885173
3.141592653589793,-2.0,3.5342917352885173
3.141592653589793,-2.0,3.5342917352885173
3.141592653589793,-2.0,3.612831551628262
3.141592653589793,-2.0,3.612831551628262
3.141592653589793,-2.0,3.612831551628262
3.141592653589793,-2.0,3.612831551628262
3.141592653589793,-2.0,3.612831551628262
3.141592653589793,-2.0,3.612831551628262
3.141592653589793,-2.0,3.691371367968007
3.141592653589793,-2.0,3.691371367968007
3.141592653589793,-2.0,3.691371367968007
3.141592653589793,-2.0,3.691371367968007
3.141592653589793,-2.0,3.691371367968007
3.141592653589793,-2.0,3.691371367968007
3.141592653589793,-2.0,3.7699111843077517
3.141592653589793,-2.0,3.7699111843077517
3.141592653589793,-2.0,3.7699111843077517
3.141592653589793,-2.0,3.7699111843077517
3.141592653589793,-2.0,3.7699111843077517
3.141592653589793,-2.0,3.7699111843077517
3.141592653589793,-2.0,3.8484510006474966
3.141592653589793,-2.0,3.8484510006474966
3.141592653589793,-2.0,3.8484510006474966
3.141592653589793,-2.0,3.8484510006474966
3.141592653589793,-2.0,3.8484510006474966
3.141592653589793,-2.0,3.9269908169872414
3.141592653589793,-2.0,3.9269908169872414
3.141592653589793,-2.0,3.9269908169872414
3.141592653589793,-2.0,3.9269908169872414
3.141592653589793,2.0,2.356194490192345
3.141592653589793,2.0,2.356194490192345
